topic_id,headline_topic,news_outlet,url,Raw_Text,Word_Count
5,"Bersatu expels Kok Lanas and Parit leaders, suspends Mersing MP and Bukit Bunga rep in latest disciplinary action
",The Edge Malaysia,https://theedgemalaysia.com/node/803116,"Bersatu’s disciplinary board on Monday expelled and suspended four more elected representatives and party leaders with immediate effect. Those expelled were Kok Lanas assemblyman and Ketereh division chief Datuk Mohamed Farid Mohamed Zawawi, as well as Parit division Armada chief Wan Meor Safwat Naqiuddin Shamsuddin. Meanwhile, Mersing Member of Parliament Muhammad Islahuddin Abas and Bukit Bunga assemblyman Mohd Almidi Jaafar, who is also the Jeli division chief, had their memberships suspended for two party election terms. The action was taken for violating Clause 9.1.4 of the party constitution as well as the party’s code of ethics and conduct, the board said. When contacted by Bernama, Muhammad Islahuddin confirmed receiving the suspension letter and said he would not submit an appeal against the decision. Last Friday, the disciplinary board also expelled and suspended several other elected representatives and party leaders, including Suka Menanti assemblyman Dzowahir Ab Ghani, Sungai Tiang assemblyman Abdul Razak Khamis and Hulu Langat division chief Muhammad Faiz Rahmad. Five MPs also had their memberships suspended, namely Datuk Seri Ikmal Hisham Abdul Aziz (Tanah Merah), Datuk Abdul Khalib Abdullah (Rompin), Nordin Ahmad Ismail (Lumut), Datuk Rosol Wahid (Hulu Terengganu) and Datuk Khlir Mohd Nor (Ketereh). Also suspended were Kuala Sepetang assemblyman Ahmad Man and Chenderoh assemblyman Syed Lukman Hakim Syed Mohd Zain. In a statement on Monday, Rosol also said he would not submit any appeal against the party’s decision to suspend his membership. Meanwhile, when contacted, Wan Meor Safwat Naqiuddin said he received his notice of expulsion via WhatsApp at 4pm on Monday. “To me, this expulsion is selective in nature because my offence was attending the Reset gathering previously. Others who committed the same offence were not expelled but were only suspended or issued warnings. “I responded to the show-cause notice dated April 30 issued by the party, whereas those who were suspended and warned did not even submit any reply,” he said. He further claimed that Bersatu is no longer focused on championing the people’s interests, but is instead concentrating on protecting certain leaders to ensure their political survival. Read also: Bersatu expels, suspends some elected reps, party leaders; reason said to be attending Hamzah's programme Uploaded by Tham Yek Lee Copyright © 1999-2026 The Edge Communications Sdn. Bhd. 199301012242 (266980-X). All rights reserved",378
5,"Bersatu expels Kok Lanas and Parit leaders, suspends Mersing MP and Bukit Bunga rep in latest disciplinary action
",Bernama,https://bernama.com/en/general/news.php?id=2555676,"Bersatu’s Disciplinary Board today expelled and suspended four more elected representatives and party leaders with immediate effect. Those expelled were Kok Lanas assemblyman and Ketereh division chief Datuk Mohamed Farid Mohamed Zawawi, as well as Parit division Armada chief Wan Meor Safwat Naqiuddin Shamsuddin. Meanwhile, Mersing MP Muhammad Islahuddin Abas and Bukit Bunga assemblyman Mohd Almidi Jaafar, who is also Jeli division chief, had their memberships suspended for two party election terms. The action was taken for violating Clause 9.1.4 of the party constitution as well as the party’s Code of Ethics and Conduct, the board said. When contacted by Bernama, Muhammad Islahuddin confirmed receiving the suspension letter and said he would not submit an appeal against the decision. On Friday, the disciplinary board also expelled and suspended several other elected representatives and party leaders, including Suka Menanti assemblyman Dzowahir Ab Ghani, Sungai Tiang assemblyman Abdul Razak Khamis and Hulu Langat division chief Muhammad Faiz Rahmad. Five MPs also had their memberships suspended, namely Datuk Seri Ikmal Hisham Abdul Aziz (Tanah Merah), Datuk Abdul Khalib Abdullah (Rompin), Nordin Ahmad Ismail (Lumut), Datuk Rosol Wahid (Hulu Terengganu) and Datuk Khlir Mohd Nor (Ketereh). Also suspended were Kuala Sepetang assemblyman Ahmad Man and Chenderoh assemblyman Syed Lukman Hakim Syed Mohd Zain. In a statement today, Rosol also said he would not submit any appeal against the party’s decision to suspend his membership. Meanwhile, when contacted, Wan Meor Safwat Naqiuddin said he received his notice of expulsion via WhatsApp at 4 pm today. “To me, this expulsion is selective in nature because my offence was attending the Reset gathering previously. Others who committed the same offence were not expelled but were only suspended or issued warnings. “I responded to the show-cause notice dated April 30 issued by the party, whereas those who were suspended and warned did not even submit any reply,” he said. He further claimed that Bersatu was no longer focused on championing the people’s interests, but was instead concentrating on protecting certain leaders to ensure their political survival. BERNAMA provides up-to-date authentic and comprehensive news and information which are disseminated via BERNAMA Wires; www.bernama.com; BERNAMA TV on Astro 502, unifi TV 631 and MYTV 121 channels and BERNAMA Radio on FM93.9 (Klang Valley), FM107.5 (Johor Bahru), FM107.9 (Kota Kinabalu) and FM100.9 (Kuching) frequencies. Follow us on social media : Facebook : @bernamaofficial, @bernamatv, @bernamaradio Twitter : @bernama.com, @BernamaTV, @bernamaradio Instagram : @bernamaofficial, @bernamatvofficial, @bernamaradioofficial TikTok : @bernamaofficial BERNAMA, Pertubuhan Berita Nasional Malaysia merupakan Peneraju dalam perkhidmatan berita dan maklumat mempelawa calon warganegara Malaysia yang layak untuk menyertai kami : Sila layari portal kerjaya BERNAMA di https://kerjaya.bernama.com untuk maklumat lanjut. Permohonan hendaklah dibuat secara atas talian melalui portal kerjaya BERNAMA. PORTAL KERJAYA BERNAMA BERNAMA has never appointed any agent or individual for the purpose of recruiting its staff. Para Pelanggan Yang Dihormati, Dimaklumkan bahawa soal selidik ini bertujuan untuk mendapatkan maklum balas pelanggan berhubung tahap pengamalan nilai-nilai murni di jabatan/agensi Kerajaan yang memberikan perkhidmatan kepada tuan/puan. Berdasarkan pengalaman atau pemerhatian semasa berurusan dengan BERNAMA, sila beri maklum balas kepada pernyataan-pernyataan yang berikut dalam konteks semasa. Kami menghargai maklum balas yang jujur dan rasional daripada anda. Maklum balas yang diberikan adalah SULIT. Terima kasih kerana sudi meluangkan masa untuk mengisi soal selidik ini. Sila klik pautan berikut: https://insan.jpa.gov.my/survey/agency/f90b1f53-f177-4760-82c7-f5f9d30200c6 Wisma BERNAMA No.28 Jalan BERNAMA Off Jalan Tun Razak 50400 Kuala Lumpur Malaysia [click here] helpdesk[at]bernama.com • General • BernamaBiz • Crime & Courts • Politics • Sports • Lifestyle • World • Infographics • Videos • Exclusive Press • Archived • HAWANA 2026 • CPI • MAPO • MCMC • JPA • Fokus BERNAMA • Thoughts • MyCheck • fotoBERNAMA • Garasi • Central • Northern • Southern • East • Sabah • Sarawak • Corporate Site • Contact Us • BERNAMA Services • Kerjaya@BERNAMA • Quotation / Tender • Maklum Balas Pelanggan 2025 © 2026 BERNAMA • Disclaimer • Privacy Policy • Security Policy",652
5,"Bersatu expels Kok Lanas and Parit leaders, suspends Mersing MP and Bukit Bunga rep in latest disciplinary action
",The Star,https://www.thestar.com.my/news/nation/2026/05/11/bersatu-expels-suspends-four-more-leaders-for-disciplinary-breaches,"you've earned. at Nexus before they expire. KUALA LUMPUR: Bersatu’s disciplinary board expelled and suspended four more elected representatives and party leaders with immediate effect. Those expelled were Kok Lanas assemblyman and Ketereh division chief Datuk Mohamed Farid Mohamed Zawawi, as well as Parit division Armada chief Wan Meor Safwat Naqiuddin Shamsuddin. Meanwhile, Mersing MP Muhammad Islahuddin Abas and Bukit Bunga assemblyman Mohd Almidi Jaafar, who is also Jeli division chief, had their memberships suspended for two party election terms. The action was taken on Monday (May 11) for violating Clause 9.1.4 of the party constitution as well as the party’s Code of Ethics and Conduct, the board said. When contacted by Bernama, Islahuddin confirmed receiving the suspension letter and said he would not submit an appeal against the decision. On Friday, the disciplinary board also expelled and suspended several other elected representatives and party leaders, including Suka Menanti assemblyman Dzowahir Ab Ghani, Sungai Tiang assemblyman Abdul Razak Khamis and Hulu Langat division chief Muhammad Faiz Rahmad. Five MPs also had their memberships suspended, namely Datuk Seri Ikmal Hisham Abdul Aziz (Tanah Merah), Datuk Abdul Khalib Abdullah (Rompin), Nordin Ahmad Ismail (Lumut), Datuk Rosol Wahid (Hulu Terengganu) and Datuk Khlir Mohd Nor (Ketereh). Also suspended were Kuala Sepetang assemblyman Ahmad Man and Chenderoh assemblyman Syed Lukman Hakim Syed Mohd Zain. In a statement on Monday, Rosol also said he would not submit any appeal against the party’s decision to suspend his membership.- Bernama Thank you for your report! Copyright © 1995- Star Media Group Berhad [197101000523 (10894-D)] Best viewed on Chrome browsers. We would love to keep you posted on the latest promotion. Kindly fill the form below We hope you enjoy this feature!",284
6,"EPF introduces i-Legasi, i-Emas and retirement goal calculator to help Malaysians plan for longer golden years
",Malay Mail,https://www.malaymail.com/news/malaysia/2026/05/11/epf-introduces-i-legasi-i-emas-and-retirement-goal-calculator-to-help-malaysians-plan-for-longer-golden-years/219550,"The Employees Provident Fund (EPF) today introduced the i-Legasi facility, which allows members to transfer a portion of their retirement savings to the EPF accounts of immediate family members. The option, however, will only be available to contributors aged 55 or 60 and above with savings exceeding the Adequate Savings level. i-Legasi was among several measures rolled out by the EPF to help Malaysians prepare for longer retirement years as life expectancy continues to rise. Other initiatives announced by the EPF include the rebranding of monthly EPF withdrawals for contributors aged 55 or 60 as i-Emas, as well as the introduction of a Retirement Goal Calculator. EPF chief executive officer Ahmad Zulqarnain Onn said more than 21,000 members have opted for monthly withdrawals after reaching the age of 55 or 60, reflecting growing awareness of the need for a structured monthly income after retirement. “Rather than withdrawing their savings in full upon reaching age 55/60, members can opt for automated monthly payments via i-Emas, allowing their remaining balance to continue earning annual dividends,” he said in a statement today. Meanwhile, the Retirement Goal Calculator is a new digital tool now available via the KWSP i-Akaun application to help contributors plan for retirement. The calculator guides EPF members in estimating their future savings needs based on their lifestyle expectations and projected expenses. Through personalised projections, members can assess their current financial position, identify potential savings gaps and better understand their level of retirement preparedness. “Our goal is to help our members retire with confidence and dignity. “By strengthening the financial resilience of the next generation through i-Legasi and encouraging sustainable habits with i-Emas, we are building a more secure future for our members,” Ahmad Zulqarnain added.",285
6,"EPF introduces i-Legasi, i-Emas and retirement goal calculator to help Malaysians plan for longer golden years
",Free Malaysia Today,https://www.freemalaysiatoday.com/category/nation/2026/05/11/epf-introduces-i-legasi-i-emas-and-retirement-goal-calculator,"EPF CEO Ahmad Zulqarnain Onn said retirement planning must go beyond savings accumulation, focusing instead on adequacy and sustainability. “We are evolving to support our members not only in saving, but also in making informed decisions to ensure that their savings last a lifetime and enable them to leave a legacy for their loved ones,” he said in a statement today. The i-Legasi facility allows members to transfer a portion of their EPF savings to the accounts of immediate family members upon reaching full withdrawal age. Meanwhile, the current monthly payment option under the age 55/60 withdrawal scheme has been rebranded as i-Emas to emphasise the importance of managing savings as a sustainable source of income. Under i-Emas, instead of withdrawing their savings in full upon reaching age 55 or 60, members can opt for automated monthly payments, allowing the remaining balance to continue earning annual dividends. “More than 21,000 members have opted for monthly withdrawals upon reaching age 55/60, reflecting a growing awareness of the need for structured post-retirement income,” said Zulqarnain. He added that i-Emas provides flexibility for daily needs while helping protect members against financial risks such as scams and the rapid depletion of funds, ensuring a stable income throughout retirement. The retirement goal calculator, available via the EPF i-Akaun application, is a new digital tool designed to help members plan their retirement more effectively. It enables members to estimate future savings needs based on lifestyle expectations and projected expenses. Stay current - Follow FMT on WhatsApp, Google news and Telegram Subscribe to our newsletter and get news delivered to your mailbox. Registration on or use of this site constitutes acceptance of our Terms of Service, Privacy Policy and Cookies Policy. Copyright © 2009 - 2026 FMT Media Sdn Bhd (1235453-U) All Rights Reserved.",297
6,"EPF introduces i-Legasi, i-Emas and retirement goal calculator to help Malaysians plan for longer golden years
",The Rakyat Post,https://www.therakyatpost.com/news/2026/05/11/epf-members-can-now-pass-retirement-savings-to-family/,"Eligible EPF members aged 55 and above can now transfer surplus retirement savings to spouses and children under the new i-Legasi facility. , or Telegram and WhatsApp channels for the latest stories and updates. If you are confident that your retirement savings are already sufficient, you can now transfer part of those savings to your immediate family members – spouse and children – through the Employee Provident Fund (EPF) i-Legasi facility to boost their saving. EPF Chief Executive Officer (CEO) Ahmad Zulqarnain Onn said that as Malaysians continue to live longer, retirement planning must also evolve to ensure savings are not only accumulated, but are sufficient and sustainable over the long term. “We are evolving to support our members not just in saving, but in making informed decisions to ensure their savings last a lifetime and to leave a legacy for their loved ones,” he said in a statement.According to EPF, the i-Legasi facility would enable members to transfer a portion of their EPF savings into the EPF accounts of immediate family members upon reaching full withdrawal age.“The transfer amount is aligned with the Retirement Income Adequacy (RIA) Framework1, with only balances above the Adequate Savings level eligible for transfers.“The transfer will come from savings that are already available for withdrawal, and will be placed into the recipient’s retirement savings accounts, which are meant for long-term savings. “The facility transfers savings from the transferor’s Akaun 55, or Akaun Emas for members aged 60 and above, to the transferee’s Akaun Persaraan, or Akaun Emas for transferees aged 55 to 59, to ensure the savings remain preserved for retirement,” the statement reads further.So, who can transfer to whom? Members aged 55 or 60 and above are eligible to transfer part of their retirement savings under the i-Legasi facility, provided they have savings exceeding the Adequate Savings threshold. Only the excess amount beyond this level can be transferred. According to the guidelines, eligible members may also distribute their savings to more than one immediate family member. However, they must ensure that their remaining balance continues to stay above the Adequate Savings level after any transfer is made. On the receiving end, transfers are limited strictly to immediate family members, namely spouses and children. Recipients must be below the national minimum retirement age of 60 and must also be EPF members who are either Malaysian citizens or permanent residents. There is no restriction on the amount that each eligible recipient may receive.More facilities upgraded by EPFApart from the i-Legasi, EPF also upgraded the monthly payment method under the Age 55/60 Withdrawal as i-Emas, and the rollout of the Retirement Goal Calculator. Learn more about this upgrade by visiting any EPF branches nationwide, or refer to the EPF official website at www.kwsp.gov.my or via KWSP i-Akaun. Share your thoughts with us via TRP’s Facebook, Twitter, Instagram, or Threads. Get more stories like this to your inbox by signing up for our newsletter. © 2024 The Rakyat Post. All Rights Reserved. Owned by 3rd Wave Media Sdn Bhd Get more stories to your inbox by signing up for our newsletter. Subscribe to our Telegram and WhatsApp channels for the latest stories and updates.",527
6,"EPF introduces i-Legasi, i-Emas and retirement goal calculator to help Malaysians plan for longer golden years
",The Star,https://www.thestar.com.my/news/nation/2026/05/11/epf-introduces-i-legasi-i-emas-and-retirement-goal-calculator,"you've earned. at Nexus before they expire. KUALA LUMPUR: The Employees Provident Fund (EPF) has introduced i-Legasi, i-Emas and the Retirement Goal Calculator as part of a broader effort to strengthen retirement security and financial resilience across generations. EPF chief executive officer Ahmad Zulqarnain Onn said the initiatives reflected the fund’s commitment to helping members not only accumulate savings, but also manage and sustain retirement income more effectively. “As life expectancy rises, retirement planning must go beyond savings accumulation to focus on adequacy and sustainability. “We are evolving to support our members not just in saving, but in making informed decisions to ensure their savings last a lifetime and to leave a legacy for their loved ones,” he said in a statement on Monday (May 11). The newly introduced i-Legasi facility allows EPF members aged 55 and above to transfer a portion of their savings to the EPF accounts of immediate family members, namely spouses and children, once they reach full withdrawal age. The transfer is subject to the Retirement Income Adequacy (RIA) Framework, with only savings above the Adequate Savings level eligible for transfer. EPF said the transferred amount would come from savings already available for withdrawal and would be channelled into the recipient’s retirement savings account to ensure the funds remain preserved for long-term retirement purposes. Members aged 55 or 60 and above with savings exceeding the Adequate Savings threshold may transfer funds to more than one family member, provided the remaining balance stays above the required level. Recipients must be immediate family members below the national minimum retirement age of 60, and must be Malaysian citizens or permanent residents who are EPF members. Meanwhile, the EPF has rebranded its existing monthly payment method under the Age 55/60 Withdrawal as i-Emas to encourage members to manage their retirement savings more sustainably. Under the facility, members may opt for automated monthly payments instead of making a full withdrawal upon reaching retirement age, while allowing the remaining balance to continue earning annual dividends. Ahmad Zulqarnain said more than 21,000 members had already opted for monthly withdrawals upon reaching the age of 55 or 60, reflecting growing awareness of the importance of structured retirement income. “i-Emas provides the flexibility to manage daily needs while protecting members against financial risks such as scams and rapid fund depletion, and ensuring a stable flow of income throughout retirement,” he said. The EPF also launched the Retirement Goal Calculator via the KWSP i-Akaun application to help members better plan their retirement finances. The digital tool enables members to estimate future savings requirements based on lifestyle expectations and projected expenses, while also helping them identify potential savings gaps and assess their retirement preparedness. EPF said the initiatives formed part of its broader approach towards building a more holistic retirement system focused on savings accumulation, sustainable income management and intergenerational financial security. Thank you for your report! Copyright © 1995- Star Media Group Berhad [197101000523 (10894-D)] Best viewed on Chrome browsers. We would love to keep you posted on the latest promotion. Kindly fill the form below We hope you enjoy this feature!",516
7,"A Female Student was stabbed 61 times in Kereteh, Kelantan",Malay Mail,https://www.malaymail.com/news/malaysia/2026/05/01/kelantan-police-woman-stabbed-61-times-before-body-dumped-in-ketereh-paddy-field/218410,"A woman’s body with 61 stab wounds was found in a paddy field in Kampung Simah, Ketereh, early this morning. Kelantan police chief Datuk Mohd Yusoff Mamat said police received a call from the public regarding the discovery of the body at about 12.30 am. He said the case has been classified as murder and is being investigated under Section 302 of the Penal Code. “An initial examination by the police forensic team found a total of 61 stab wounds on the victim’s body, from the face down to the legs. “Most of the injuries were concentrated on the right side of the victim’s body. Preliminary investigations suggest that the victim was believed to have been killed at another location before the body was dumped in the area,” he said in a statement today. Mohd Yusoff said the crime scene was in a dark paddy field with no street lighting, located about 47 metres from the nearest residence. Following the discovery, the K9 Unit was deployed to conduct detection operations within a radius of about 30 metres around the area. Commenting on the victim’s condition, he said no identification documents were found. However, the victim was wearing a necklace bearing the inscription ‘SYAA’, along with a bracelet on the left wrist and a ring on the middle finger of the right hand. He said the victim was clad in a black long-sleeved top and black trousers. Several other items were also found at the scene, including a pair of glasses and a light purple shawl. “The victim’s body was taken to the Forensic Department of Raja Perempuan Zainab II Hospital for a post-mortem. “However, the victim’s identity was later established through fingerprint verification conducted by the National Registration Department,” he said, urging those with information on the incident to contact investigating officer ASP Ganesan at 012-5691204. — Bernama",308
7,"A Female Student was stabbed 61 times in Kereteh, Kelantan",Free Malaysia Today,https://www.freemalaysiatoday.com/category/nation/2026/05/02/jealousy-believed-to-be-motive-behind-college-students-fatal-stabbing,"Kelantan police chief Yusoff Mamat said investigators believe the victim was fatally stabbed by her 19-year-old boyfriend – one of the suspects arrested earlier – following an argument, Berita Harian reported. “Police believe jealousy was the motive. Preliminary investigations indicate an argument broke out between the victim and the suspect before her death. “She is believed to have been stabbed while inside the suspect’s car,” he was quoted as saying. Police arrested three men and one woman, including two senior citizens, in raids on two separate locations in Ketereh yesterday. The two senior citizens were remanded for three days while the other two, in their teens, were remanded for seven days. Police also seized a knife believed to have been used in the incident, along with two cars, two mobile phones, a set of clothing and a pair of slippers, among other things. Police believe that the victim, a third-semester student at a local college in Perak, was killed at another location before her body was dumped near a padi field in Kampung Simah. The victim was pronounced dead at the scene, and her body was sent to the forensic department at Hospital Raja Perempuan Zainab II in Kota Bharu, where a post-mortem confirmed multiple stab wounds to the chest as the cause of death. Stay current - Follow FMT on WhatsApp, Google news and Telegram Subscribe to our newsletter and get news delivered to your mailbox. Registration on or use of this site constitutes acceptance of our Terms of Service, Privacy Policy and Cookies Policy. Copyright © 2009 - 2026 FMT Media Sdn Bhd (1235453-U) All Rights Reserved.",269
7,"A Female Student was stabbed 61 times in Kereteh, Kelantan",Bernama,https://www.bernama.com/en/general/news.php?id=2552065,"Kolej Poly-Tech MARA Sdn. Bhd. (KPTMSB) has extended condolences to the family of a Kota Bharu campus student who was found dead in Ketereh on Friday. In a statement today, KPTMSB said it is leaving the matter to the Royal Malaysia Police (PDRM), who are investigating the incident. ""KPTMSB is providing full cooperation to the authorities throughout the investigation process. ""In the meantime, KPTMSB is also providing assistance and full support to the victim's family to help them navigate through this difficult time,"" the statement read. The college management has advised campus members and the public not to circulate unverified information or speculation on the incident. KPTMSB said this measure is to respect the family's privacy and to ensure the police investigation proceeds smoothly. Yesterday, Kelantan Police Chief Datuk Mohd Yusoff Mamat confirmed the discovery of the victim’s body on a road near a paddy field in Kampung Simah, Ketereh. Police believe the victim was murdered elsewhere before the body was dumped at the location. Following the discovery, four suspects, three men aged between 19 and 66, and a 60-year-old woman, were remanded this morning to assist in investigations under Section 302 of the Penal Code for murder. BERNAMA provides up-to-date authentic and comprehensive news and information which are disseminated via BERNAMA Wires; www.bernama.com; BERNAMA TV on Astro 502, unifi TV 631 and MYTV 121 channels and BERNAMA Radio on FM93.9 (Klang Valley), FM107.5 (Johor Bahru), FM107.9 (Kota Kinabalu) and FM100.9 (Kuching) frequencies. Follow us on social media : Facebook : @bernamaofficial, @bernamatv, @bernamaradio Twitter : @bernama.com, @BernamaTV, @bernamaradio Instagram : @bernamaofficial, @bernamatvofficial, @bernamaradioofficial TikTok : @bernamaofficial BERNAMA, Pertubuhan Berita Nasional Malaysia merupakan Peneraju dalam perkhidmatan berita dan maklumat mempelawa calon warganegara Malaysia yang layak untuk menyertai kami : Sila layari portal kerjaya BERNAMA di https://kerjaya.bernama.com untuk maklumat lanjut. Permohonan hendaklah dibuat secara atas talian melalui portal kerjaya BERNAMA. PORTAL KERJAYA BERNAMA BERNAMA has never appointed any agent or individual for the purpose of recruiting its staff. Para Pelanggan Yang Dihormati, Dimaklumkan bahawa soal selidik ini bertujuan untuk mendapatkan maklum balas pelanggan berhubung tahap pengamalan nilai-nilai murni di jabatan/agensi Kerajaan yang memberikan perkhidmatan kepada tuan/puan. Berdasarkan pengalaman atau pemerhatian semasa berurusan dengan BERNAMA, sila beri maklum balas kepada pernyataan-pernyataan yang berikut dalam konteks semasa. Kami menghargai maklum balas yang jujur dan rasional daripada anda. Maklum balas yang diberikan adalah SULIT. Terima kasih kerana sudi meluangkan masa untuk mengisi soal selidik ini. Sila klik pautan berikut: https://insan.jpa.gov.my/survey/agency/f90b1f53-f177-4760-82c7-f5f9d30200c6 Wisma BERNAMA No.28 Jalan BERNAMA Off Jalan Tun Razak 50400 Kuala Lumpur Malaysia [click here] helpdesk[at]bernama.com • General • BernamaBiz • Crime & Courts • Politics • Sports • Lifestyle • World • Infographics • Videos • Exclusive Press • Archived • HAWANA 2026 • CPI • MAPO • MCMC • JPA • Fokus BERNAMA • Thoughts • MyCheck • fotoBERNAMA • Garasi • Central • Northern • Southern • East • Sabah • Sarawak • Corporate Site • Contact Us • BERNAMA Services • Kerjaya@BERNAMA • Quotation / Tender • Maklum Balas Pelanggan 2025 © 2026 BERNAMA • Disclaimer • Privacy Policy • Security Policy",512
7,"A Female Student was stabbed 61 times in Kereteh, Kelantan",The Rakyat Post,https://www.therakyatpost.com/news/2026/05/12/19-year-old-charged-with-murder-of-ktpm-student-found-stabbed-61-times-in-kelantan/,"The suspect was the victim’s boyfriend. , or Telegram and WhatsApp channels for the latest stories and updates. Muhammad Hazim Muhammad, 19, has been charged at the Magistrate’s Court with the murder of Nurfisya Zulkifly, whose body was found with 61 stab wounds in Ketereh, Kelantan earlier this month. He was charged under Section 302 of the Penal Code, an offence that carries the death penalty or between 30 and 40 years in prison, and at least 12 strokes of the cane, if the death sentence is not imposed. The court denied bail and set 12 July for case management and submission of the forensic report. On 30 April, villagers found the body of 19-year-old Nurfisya Zulkifly near the paddy fields in Kampung Padang Sima, Ketereh. The body sustained 61 stab wounds and the level of violence shocked many people. The police raid resulted in the arrest of three men, aged 19 to 66, and a 60-year-old woman. The suspects had no prior criminal records and tested negative for drugs. The police also seized a knife believed to have been used in the incident, along with two cars, two mobile phones, a set of clothing and a pair of slippers. According to reports, it’s believed the motive for murder was due to jealousy. It’s believed that the victim and suspect, who was her boyfriend, had an argument before she was stabbed to death. The case sparked fresh conversations about femicide. It came on the heels of another high-profile incident in October 2025, when a 14-year-old boy stabbed and killed a 16-year-old girl at SMK Bandar Utama Damansara 4. READ MORE: 16-Year-Old Girl Stabbed To Death In Bandar Utama School READ MORE: [Watch] Student Stabbed 200 times: Mother Denies Daughter Knew Attacker, Slams False Social Media Reports tak kesah la ape dia buat sekali pon time dia hidup, it still doesn't justify to murder someone hello?? for all we know, the murderer could've had anger issues for god's sake. so why tf are we blaming the victim?? just bcs she's a woman?? THIS IS FEMICIDE AND CALL IT AS IT IS https://t.co/twVveuhB7I Innalillah to the family, but the amount of comments I’m seeing where people are trying to understand the killer’s pov is horrifying. We live in a sick society where a man can kill a woman and other people can understand the rage to kill another person. https://t.co/zbVs12Xed0 There seems to be more and more cases of violence towards women & kids these days , what is govt & schools doing abt it ? What is wrong with Gen Z Bois sado masochistic evil BS .First in Bandar Utama 200 stab and now Ketereh 160 stab? Share your thoughts with us via TRP’s Facebook, Twitter, Instagram, or Threads. Get more stories like this to your inbox by signing up for our newsletter. © 2024 The Rakyat Post. All Rights Reserved. Owned by 3rd Wave Media Sdn Bhd Get more stories to your inbox by signing up for our newsletter. Subscribe to our Telegram and WhatsApp channels for the latest stories and updates.",512
7,"A Female Student was stabbed 61 times in Kereteh, Kelantan",The Star,https://www.thestar.com.my/news/nation/2026/05/02/victim-stabbed-61-times-laid-to-rest-family-asks-for-space-to-grieve,"you've earned. at Nexus before they expire. KUALA KANGSAR: The family of a 19-year-old student found stabbed to death 61 times in Kampung Simah, Ketereh, Kelantan, asks for space to grieve in peace. A visit to the victim's family home in Kampung Batu Jarau here revealed a solemn silence, with only her closest relatives present. ""We’d like some privacy. We need some quiet because we're exhausted and haven't slept since yesterday. ""When we're ready, we'll talk to the media,"" said the victim's uncle, who didn't want to be named. The remains of Nurfisya Zulkifly were laid to rest at 5.30am today at Kampung Periang Muslim Cemetery here, following a post-mortem at the Forensic Unit of Raja Perempuan Zainab II Hospital in Kota Baru last night. Yesterday, the victim’s brother, Mohd Faris Zulkifly, 21, said the family came to Kelantan last Saturday to drop off Nurfisya for her new semester, only to be informed about the tragic news at noon. Kelantan police chief Datuk Mohd Yusoff Mamat said that the victim was believed to have been murdered elsewhere before her body was dumped near the padi fields in the village, adding that the case is being probed under Section 302 of the Penal Code. Four suspects, three men aged 19 to 66 and a 60-year-old woman, were remanded this morning to assist with the investigation. - Bernama Thank you for your report! Copyright © 1995- Star Media Group Berhad [197101000523 (10894-D)] Best viewed on Chrome browsers. We would love to keep you posted on the latest promotion. Kindly fill the form below We hope you enjoy this feature!",267
8,KL flood retention lost 70% of its capacity,Malay Mail,https://www.malaymail.com/news/malaysia/2026/05/12/hannah-yeoh-kls-flood-retention-pond-now-70pc-smaller-as-land-lost-to-developers/219613,"Seventeen land lots within the Jinjang and Batu flood retention ponds have been alienated to developers since 2015, causing an estimated 70 per cent shrinkage of the ponds’ capacity. Minister in the Prime Minister’s Department (Federal Territories) Hannah Yeoh, when disclosing the problem, urged the government to take the issue seriously and ordered the stoppage of any development applications on the land there. “The Madani government cannot continue to allow development that compromises the function of flood retention ponds,” Yeoh said at a press conference here. “The interests of the people and the safety of city residents must be prioritised even if the measures taken require firm decisions to rectify long-inherited problems,” the Segambut MP added. From the 17 lots, one had already been developed. Yeoh said a technical assessment by the city’s Department of Irrigation and Drainage (JPS) indicated the developed lot had become a serious hindrance to service works at the retention ponds. The Kuala Lumpur City Hall (DBKL) had since ordered a total stoppage of all development applications for the remaining lots, and any approval will hinge on the developers meeting the stringent requirements set out by the JPS. When asked why the plots of land were “alienated” to developers and if it was legal, Yeoh said the approval was given by the Cabinet at the time, although she stopped short of detailing which administration gave the waiver to develop the plots on the initially 33.5-hectare pond. “The surrounding land should not be developed. KL is already short of land, and we don’t have any more flood retention ponds,” she said. At the same time, the Federal Territories Department (JWS) had formed a task force to strengthen coordination on flood mitigation efforts with other agencies. “In this regard, DBKL will not approve Planning Permissions for any development applications on flood retention pond land until development conditions stipulated by JPS are fully complied with to ensure the ponds’ original function and maintenance access are preserved,” Yeoh said.",329
